Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,TRBC code,Primary Industry description,green
veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92.00%,Excellent,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92.00%,Excellent,True,Water & Related Utilities,Utilities,Utilities,France,France,591030.0,"Operators of water delivery infrastructure, water treatment, filtration and sewage disposal plants. Includes operators supplying geothermal, steam heat and cooled air, as well as providers of hot water for district heating purposes.",1
veolia environnement sa,https://permid.org/1-4295867473,Veolia Environnement SA,92.00%,Excellent,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92.00%,Excellent,True,Water & Related Utilities,Utilities,Utilities,France,France,591030.0,"Operators of water delivery infrastructure, water treatment, filtration and sewage disposal plants. Includes operators supplying geothermal, steam heat and cooled air, as well as providers of hot water for district heating purposes.",1
acs actde constry serv sa,,,,No Match,acs actde constry serv,,,,No Match,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Spain,Spain,522010.0,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation.",1
ado properties sa,https://permid.org/1-5076926658,ADO Properties S.A.,92.00%,Excellent,ado properties,https://permid.org/1-5076942662,ADO Properties GmbH,92.00%,Excellent,False,Real Estate Operations,Real Estate,Real Estate,Luxembourg ,Luxembourg,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
air liquide finance,https://permid.org/1-5059341248,Air Liquide AG Finance LP,35.00%,Possible,air liquide finance,https://permid.org/1-5059341248,Air Liquide AG Finance LP,35.00%,Possible,True,Chemicals,Chemicals,Basic Materials,France,France,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
airbus group finance bv,,,,No Match,airbus group finance,,,,No Match,False,Aerospace & Defense,Industrial Goods,Industrials,Netherlands,Netherlands,521010.0,"Producers of commercial, military and private aircraft and spacecraft. Includes manufacturers of military equipment, vehicles, explosive ordnance, guidance systems, artillery, ammunition and other related weaponry. Includes also manufacturers of satellites.",0
auchan holding sa,,,,No Match,auchan holding,https://permid.org/1-5024332092,Auchan II Holding UK Ltd,13.00%,Possible,False,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,France,France,543010.0,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores.",0
autostr bresvervicpad spa,,,,No Match,autostr bresvervicpad,,,,No Match,False,Freight & Logistics Services,Transportation,Industrials,Italy,Italy,524050.0,"Providers of freight and logistics services by all means, such as air, marine and ground.",1
bmw finance nv,https://permid.org/1-4298251653,BMW Financial Services Belgium NV,23.00%,Possible,bmw finance,,,,No Match,False,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Netherlands,Netherlands,531010.0,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products.",1
ceetrus sa,https://permid.org/1-5057945093,Ceetrus Finance SA,49.00%,Possible,ceetrus,https://permid.org/1-5057945093,Ceetrus Finance SA,33.00%,Possible,True,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,522010.0,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation.",1
cepsa finance saflds,,,,No Match,cepsa finance safld,,,,No Match,False,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Spain,Spain,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
ciba spc chem fin lxbg sa,,,,No Match,ciba spc chem fin lxbg,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,551010.0,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking.",0
ck hutchison grp telefin sa,,,,No Match,ck hutchison grp telefin,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,551010.0,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking.",0
cnh industrial finance eurosa,,,,No Match,cnh industrial finance euro,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,551010.0,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking.",0
compagnie fin ind autoroutes,,,,No Match,compagnie fin ind autoroute,,,,No Match,False,Transport Infrastructure,Transportation,Industrials,France,France,524070.0,"Owners and operators of highways, rail tracks, airports, and marine ports.",0
compass group international bv,https://permid.org/1-5068304965,Compass Group International 10 BV,59.00%,Possible,compass group international,https://permid.org/1-5068304965,Compass Group International 10 BV,55.00%,Possible,True,Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,Netherlands,Netherlands,533010.0,"Operators of hotels, motels, cruise lines, restaurants, casinos, gaming operations, sports stadiums, golf courses, amusement parks and other recreational services.",0
covivio hotels saca,,,,No Match,covivio hotels saca,,,,No Match,False,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
ctp bv,,,,No Match,ctp,,,,No Match,False,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551020.0,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations.",1
daimler intl finance bv,https://permid.org/1-4296434224,Daimler Benz International Finance BV,41.00%,Possible,daimler intl finance,https://permid.org/1-4296434224,Daimler Benz International Finance BV,11.00%,Possible,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Netherlands,Netherlands,531010.0,"Manufacturers of automobiles, household goods, textiles and other products, as well as homebuilders and retailers, and providers of consumer services, such as hotel, entertainment and media services.",1
delhaize group,,,,No Match,delhaize group,,,,No Match,False,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,Belgium,Belgium,543010.0,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores.",0
delhaize group sa,,,,No Match,delhaize group,,,,No Match,False,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,Belgium,Belgium,543010.0,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores.",0
deutsche borse ag,https://permid.org/1-4296690429,Deutsche Boerse Systems AG,65.00%,Good,deutsche borse,https://permid.org/1-5000775305,Deutsche Boerse Services sro,71.00%,Good,False,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Technology,Germany,Germany,573010.0,Providers of financial technology (Fintech) services and infrastructure.,0
distribuidora intl de alimsa,,,,No Match,distribuidora intl de alim,,,,No Match,False,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,Spain,Spain,543010.0,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores.",0
el corte ingle sa,,,,No Match,el corte ingle,,,,No Match,False,Diversified Retail,Retailers,Consumer Cyclicals,Spain,Spain,534020.0,"Retailers offering diversified product lines through department, discount and online or mail order stores.",0
elia system operator nv,,,,No Match,elia system operator,https://permid.org/1-4297577357,Elia,92.00%,Excellent,False,Electric Utilities & IPPs,Utilities,Utilities,Belgium,Belgium,591010.0,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators.",1
elia system operator sanv,,,,No Match,elia system operator,https://permid.org/1-4297577357,Elia,92.00%,Excellent,False,Electric Utilities & IPPs,Utilities,Utilities,Belgium,Belgium,591010.0,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators.",1
energie ag oberosterreich,https://permid.org/1-5000435851,Energie AG Oberoesterreich Umwelt Holding GmbH,12.00%,Possible,energie ag oberosterreich,https://permid.org/1-5000435851,Energie AG Oberoesterreich Umwelt Holding GmbH,12.00%,Possible,True,Multiline Utilities,Utilities,Utilities,Austria,Austria,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
eon intl finance bv,,,,No Match,eon intl finance,,,,No Match,False,Banking Services,Banking Services,Financials,Netherlands,Netherlands,551010.0,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking.",0
eon se,,,,No Match,eon,,,,No Match,False,Multiline Utilities,Utilities,Utilities,Germany,Germany,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
erdol lagergesellschaft mbh,https://permid.org/1-5079546902,Erdol-Lagergesellschaft mbH,92.00%,Excellent,erdol lagergesellschaft,https://permid.org/1-5079546902,Erdol-Lagergesellschaft mbH,73.00%,Good,True,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,Austria,Austria,501030.0,"Providers of oil and gas drilling and related services, as well as manufacturers of oil related equipment.",1
fiat chrysler automobiles nv,https://permid.org/1-5048857469,Fiat Chrysler Automobiles NV,92.00%,Excellent,fiat chrysler automobile,,,,No Match,False,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Italy,Netherlands,531010.0,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products.",1
fonciere des regions,https://permid.org/1-5035902891,Fonciere des Regions Developpement SAS,57.00%,Possible,fonciere des region,,,,No Match,False,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
fonciere des regions sa,https://permid.org/1-5061332739,Fonciere des Regions SA,92.00%,Excellent,fonciere des regions,https://permid.org/1-5035902891,Fonciere des Regions Developpement SAS,57.00%,Possible,False,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020.0,Investment trusts that secure interests related to rights on residential and commercial real estate.,0
fresenius finance ireland plc,https://permid.org/1-5059049446,Fresenius Finance Ireland II PLC,78.00%,Good,fresenius finance ireland,https://permid.org/1-5059049446,Fresenius Finance Ireland II PLC,37.00%,Possible,True,Healthcare Providers & Services,Healthcare Providers & Services,Healthcare ,Ireland,Ireland,561020.0,"Fresenius Medical Care AG & Co. KGaA provides dialysis care and related dialysis care services in Germany, North America, and internationally. It offers dialysis treatment and related laboratory and diagnostic services through a network of outpatient dialysis clinics; materials, training, and patient support services comprising clinical monitoring, follow-up assistance, and arranging for delivery of the supplies to the patient's residence; and dialysis services under contract to hospitals in the United States for the hospitalized end-stage renal disease (ESRD) patients and for patients suffering from acute kidney failure. The company also develops, manufactures, and distributes dialysis products, including polysulfone dialyzers, hemodialysis machines, peritoneal dialysis cyclers, peritoneal dialysis solutions, hemodialysis concentrates, solutions and granulates, bloodlines, renal pharmaceuticals, and systems for water treatment; and non-dialysis products, such as acute cardiopulmonary and apheresis products. In addition, it develops, acquires, and in-licenses renal pharmaceuticals; offers renal medications and supplies to patients at homes or to dialysis clinics; and provides vascular, cardiovascular, endovascular specialty, vascular care ambulatory surgery center, and physician nephrology and cardiology services. The company sells its products to dialysis clinics, hospitals, and specialized treatment clinics directly, as well as through local sales forces, independent distributors, dealers, and sales agents. As of December 31, 2020, it operated 4,092 outpatient dialysis clinics in approximately 150 countries. Fresenius Medical Care AG & Co. KGaA was incorporated in 1996 and is headquartered in Bad Homburg, Germany.",0
gas natural cm sa,,,,No Match,gas natural cm,,,,No Match,False,Natural Gas Utilities,Utilities,Utilities,Spain,Spain,591020.0,"Naturgy Energy Group, S.A., together with its subsidiaries, engages in the supply, liquefaction, regasification, transport, storage, distribution, and sale of natural gas in Spain and internationally. The company operates through Energy and Network Management, Renewables and New Business, and Marketing segments. The Energy and Network Management segment engages in the regulated gas and electricity distribution business in Spain; distribution of gas and electricity in Argentina; distributes gas in Brazil and Mexico; and distribution of electricity in Panama. This segment is also involved in the sale of liquefied natural gas and the sea transport business; providing supply management and sales services for customers, as well as the UniÃ³n Fenosa Gas and other gas infrastructures activities; management of the Maghreb Â– Europe and Medgaz gas pipelines; and generation of thermal electricity in Spain and Latin America. The Renewables and New Business segment engages in the generation and sale of electricity through wind, mini-hydro, solar, and cogeneration in Spain; and generation and sale of electricity in Latin America and Australia. The Marketing segment engages in managing gas, electricity, and services for end customers. The company was formerly known as Gas Natural SDG, S.A. and changed its name to Naturgy Energy Group, S.A. in June 2018. Naturgy Energy Group, S.A. was incorporated in 1843 and is based in Madrid, Spain.",1
gie engie alliance,,,,No Match,gie engie alliance,,,,No Match,False,Banking Services,Banking and Investment Services ,Financials,France ,France ,551010.0,"ENGIE’s purpose (“raison d’être”) is to act to accelerate the transition towards a carbon-neutral economy, through reduced energy consumption and more environmentally-friendly solutions. The purpose brings together the company, its employees, its clients and its shareholders, and reconciles economic performance with a positive impact on people and the planet. ENGIE’s actions are assessed in their entirety and over time.",0
heidelbergcement finlux sa,,,,No Match,heidelbergcement finlux,,,,No Match,False,Banking Services,Banking and Investment Services ,Financials,Luxembourg ,Luxembourg,551010.0,"HeidelbergCement is one of the world's largest manufacturers of building materials and has been contributing to progress for 150 years. Our products are used in the construction of houses, traffic routes, commercial and industrial facilities. At the center of actions lies the responsibility for the environment. We are pioneers on the road to carbon neutrality and have set ourselves the goal of producing climate-neutral concrete by 2050. Together with our customers and partners, we drive innovation and work on building material for the future. So that the world can always build on us.The core activities of HeidelbergCement include the production and distribution of cement and aggregates, the two essential raw materials for concrete. Our downstream activities include mainly the production of ready-mixed concrete, but also of asphalt and other building products. Click on the pictures to learn more about the respective area.",0
hella kgaa hueck,https://permid.org/1-5037142580,HELLA KGaA Hueck & Co,92.00%,Excellent,hella kgaa hueck,https://permid.org/1-5037142580,HELLA KGaA Hueck & Co,92.00%,Excellent,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Germany,Germany,531010.0,"HELLA GmbH & Co KgaA, formerly Hella KGaA Hueck & Co, is a Germany-based manufacturer of lighting technology and electronic components and systems for the automotive industry. The Company operates through three segments: Automotive, Aftermarket and Special Applications. The Automotive segments comprises the lighting and electronics business and provides headlamps, signal lamps, interior lamps and lighting electronics, as well as body electronics, energy management and driver assistance systems and components. The Aftermarket segment comprises trade in automotive parts and accessories, calibration and diagnostic services for garages, and the wholesale business. The Special Applications segment comprises original equipment for special-purpose vehicles, such as busses, caravans, agricultural and construction machinery, municipal vehicles and trailers.As an innovative family business, we are committed to manage resources responsibly. Ensuring Sustainability is one of the HELLA corporate values. It formulates the expectation for each one of our employees to contribute to the protection of the environment. For us, environmental protection is more than just compliance with legal regulations; it is an integral part of our corporate culture and a key responsibility in line with our operational management. We therefore strive to continuously optimize our products, technologies and processes to increase our environmental performance. HELLA products enable sustainable, safe and efficient mobility. Our products and technologies prove this every day. Through environmentally friendly design, we ensure that energy efficiency, recycling requirements and material restrictions are considered in the product development process. HELLA has a broad range of product solutions which contribute to making traffic safer, more efficient and with lower emissions. For example, HELLA products support the electrification of drives and CO2 savings across all stages. Intelligent battery sensors enable start-stop functions, for example, while HELLA battery management systems ensure the safe and reliable functioning of lithium-ion batteries for hybrid and electric vehicles. By offering high-performance assistance systems and components, HELLA contributes to increasing safety in road traffic. High-resolution LED headlights, for example, enable safety functions such as the advanced glare-free high beam or light-based lane markings. HELLA actively contributes to environmental protection not only through innovative product solutions, but above all by maintaining high environmental standards in development and production. These standards are precisely defined in guidelines and certification specifications and apply to our locations worldwide. In this context, all HELLA production sites are certified according to the ISO 14001 environmental management system. In addition, we strive to continuously exploit new potential for environmental protection.",1
hella kgaa hueck  co,https://permid.org/1-5037142580,HELLA KGaA Hueck & Co,80.00%,Good,hella kgaa hueck  co,https://permid.org/1-5037142580,HELLA KGaA Hueck & Co,80.00%,Good,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Germany,Germany,531010.0,"HELLA GmbH & Co KgaA, formerly Hella KGaA Hueck & Co, is a Germany-based manufacturer of lighting technology and electronic components and systems for the automotive industry. The Company operates through three segments: Automotive, Aftermarket and Special Applications. The Automotive segments comprises the lighting and electronics business and provides headlamps, signal lamps, interior lamps and lighting electronics, as well as body electronics, energy management and driver assistance systems and components. The Aftermarket segment comprises trade in automotive parts and accessories, calibration and diagnostic services for garages, and the wholesale business. The Special Applications segment comprises original equipment for special-purpose vehicles, such as busses, caravans, agricultural and construction machinery, municipal vehicles and trailers.As an innovative family business, we are committed to manage resources responsibly. Ensuring Sustainability is one of the HELLA corporate values. It formulates the expectation for each one of our employees to contribute to the protection of the environment. For us, environmental protection is more than just compliance with legal regulations; it is an integral part of our corporate culture and a key responsibility in line with our operational management. We therefore strive to continuously optimize our products, technologies and processes to increase our environmental performance. HELLA products enable sustainable, safe and efficient mobility. Our products and technologies prove this every day. Through environmentally friendly design, we ensure that energy efficiency, recycling requirements and material restrictions are considered in the product development process. HELLA has a broad range of product solutions which contribute to making traffic safer, more efficient and with lower emissions. For example, HELLA products support the electrification of drives and CO2 savings across all stages. Intelligent battery sensors enable start-stop functions, for example, while HELLA battery management systems ensure the safe and reliable functioning of lithium-ion batteries for hybrid and electric vehicles. By offering high-performance assistance systems and components, HELLA contributes to increasing safety in road traffic. High-resolution LED headlights, for example, enable safety functions such as the advanced glare-free high beam or light-based lane markings. HELLA actively contributes to environmental protection not only through innovative product solutions, but above all by maintaining high environmental standards in development and production. These standards are precisely defined in guidelines and certification specifications and apply to our locations worldwide. In this context, all HELLA production sites are certified according to the ISO 14001 environmental management system. In addition, we strive to continuously exploit new potential for environmental protection.",1
hm finance bv,,,,No Match,hm finance,https://permid.org/1-5074659578,H M Finance,92.00%,Excellent,False,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551010.0,"Green Bond by trying to introduce circular economy. By the means H & M Hennes & Mauritz AB (publ) provides clothing, accessories, footwear, cosmetics, home textiles, and homeware for women, men, teenagers, children, and babies worldwide. It offers sportswear, shoes, bags, beauty products, stationery, and ready-to-wear; and interior products, including bed linens, dinnerware, textiles, furniture, and lamps.",0
holcim finance luxembg sa,,,,No Match,holcim finance luxembg,,,,No Match,False,Investment Banking & Investment Services,Banking & Investment Services,Financials,Luxembourg ,Luxembourg,551020.0,"provides investment for LafargeHolcim Ltd operates as a building materials and solutions company in the Asia Pacific, Europe, Latin America, the Middle East, Africa, North America, and internationally. It operates through four segments: Cement, Aggregates, Ready-mix Concrete, and Solutions & Products. The company offers cement, hydraulic binders, clinker, and other cementitious materials; aggregates, such as crushed stone, gravel, and sand; and ready-mix concrete, precast concrete products, asphalts, and mortars. In addition, it engages in the provision of contracting and other services; and retail activities, as well as waste management services. Its products are used in infrastructure projects, such as roads, mines, ports, dams, data centers, stadiums, wind farms, and electric power plants; building projects comprising individual housing, collective housing, office buildings, industrial and commercial buildings, and public buildings; and affordable housing. The company was formerly known as Holcim Ltd. and changed its name to LafargeHolcim Ltd in July 2015. LafargeHolcim Ltd was founded in 1833 and is headquartered in Zug, Switzerland.",1
holcim usfinsarl  cie scs,,,,No Match,holcim usfinsarl  cie,,,,No Match,False,investment holding companies ,investment holding companies ,Financials,Luxembourg ,Luxembourg ,556010.0,"provides investment for LafargeHolcim Ltd operates as a building materials and solutions company in the Asia Pacific, Europe, Latin America, the Middle East, Africa, North America, and internationally. It operates through four segments: Cement, Aggregates, Ready-mix Concrete, and Solutions & Products. The company offers cement, hydraulic binders, clinker, and other cementitious materials; aggregates, such as crushed stone, gravel, and sand; and ready-mix concrete, precast concrete products, asphalts, and mortars. In addition, it engages in the provision of contracting and other services; and retail activities, as well as waste management services. Its products are used in infrastructure projects, such as roads, mines, ports, dams, data centers, stadiums, wind farms, and electric power plants; building projects comprising individual housing, collective housing, office buildings, industrial and commercial buildings, and public buildings; and affordable housing. The company was formerly known as Holcim Ltd. and changed its name to LafargeHolcim Ltd in July 2015. LafargeHolcim Ltd was founded in 1833 and is headquartered in Zug, Switzerland.",0
holcim usfinsarl scs,,,,No Match,holcim usfinsarl,,,,No Match,False,investment holding companies ,investment holding companies ,Financials,Luxembourg ,Luxembourg ,556010.0,"provides investment for LafargeHolcim Ltd operates as a building materials and solutions company in the Asia Pacific, Europe, Latin America, the Middle East, Africa, North America, and internationally. It operates through four segments: Cement, Aggregates, Ready-mix Concrete, and Solutions & Products. The company offers cement, hydraulic binders, clinker, and other cementitious materials; aggregates, such as crushed stone, gravel, and sand; and ready-mix concrete, precast concrete products, asphalts, and mortars. In addition, it engages in the provision of contracting and other services; and retail activities, as well as waste management services. Its products are used in infrastructure projects, such as roads, mines, ports, dams, data centers, stadiums, wind farms, and electric power plants; building projects comprising individual housing, collective housing, office buildings, industrial and commercial buildings, and public buildings; and affordable housing. The company was formerly known as Holcim Ltd. and changed its name to LafargeHolcim Ltd in July 2015. LafargeHolcim Ltd was founded in 1833 and is headquartered in Zug, Switzerland.",0
holding d infrastructures de transport,,,,No Match,holding d infrastructures de transport,,,,No Match,False,investment holding companies ,investment holding companies ,Financials,France,France,556010.0,"Abertis is the international market company in the management of toll roads. As one of the largest global groups in road transport infrastructure management, Abertis plays an essential role in the economic and sustainable development of the territories in which it operates. For this reason, our commitment to society is oriented towards long-term investment in high-quality infrastructures, through the promotion of sustainability. We work to be a key player in the financing and sustainable management of the infrastructures of the future. We act to reduce the carbon footprint, mitigate climate change, minimize the environmental impact of our activity and promote the circular economy. We also apply preventive measures to preserve the environment and reduce pollution, creating a more efficient, responsible and sustainable exploitation model. Our sustainable development strategy is based on four priority and relevant aspects for the Abertis Group: Good governance, transparency and accountability: the development of an organizational culture based on ethical principles, the rejection of all forms of corruption and the progressive inclusion of good governance practices. Eco-efficiency: the reduction of the carbon footprint, the development of products and services with positive environmental and social criteria and innovation based on circular economy criteria. Integration in the environment: the generation of positive synergies with the local community and the empowerment and conservation of natural capital.
Safety and quality: guaranteeing road safety and occupational health and safety, enhancing job quality, ensuring equal opportunities and developing quality products and services that generate positive environmental, social and good governance impacts.",0
holding d infrastructures de transport sas,,,,No Match,holding d infrastructures de transport,,,,No Match,False,investment holding companies ,investment holding companies ,Financials,France,France,556010.0,"Abertis is the international market company in the management of toll roads. As one of the largest global groups in road transport infrastructure management, Abertis plays an essential role in the economic and sustainable development of the territories in which it operates. For this reason, our commitment to society is oriented towards long-term investment in high-quality infrastructures, through the promotion of sustainability. We work to be a key player in the financing and sustainable management of the infrastructures of the future. We act to reduce the carbon footprint, mitigate climate change, minimize the environmental impact of our activity and promote the circular economy. We also apply preventive measures to preserve the environment and reduce pollution, creating a more efficient, responsible and sustainable exploitation model. Our sustainable development strategy is based on four priority and relevant aspects for the Abertis Group: Good governance, transparency and accountability: the development of an organizational culture based on ethical principles, the rejection of all forms of corruption and the progressive inclusion of good governance practices. Eco-efficiency: the reduction of the carbon footprint, the development of products and services with positive environmental and social criteria and innovation based on circular economy criteria.
Integration in the environment: the generation of positive synergies with the local community and the empowerment and conservation of natural capital. Safety and quality: guaranteeing road safety and occupational health and safety, enhancing job quality, ensuring equal opportunities and developing quality products and services that generate positive environmental, social and good governance impacts.",0
holding dinfrastr de transp,,,,No Match,holding dinfrastr de tran,,,,No Match,False,investment holding companies ,investment holding companies ,Financials,France,France,556010.0,"Abertis is the international market company in the management of toll roads. As one of the largest global groups in road transport infrastructure management, Abertis plays an essential role in the economic and sustainable development of the territories in which it operates. For this reason, our commitment to society is oriented towards long-term investment in high-quality infrastructures, through the promotion of sustainability. We work to be a key player in the financing and sustainable management of the infrastructures of the future. We act to reduce the carbon footprint, mitigate climate change, minimize the environmental impact of our activity and promote the circular economy. We also apply preventive measures to preserve the environment and reduce pollution, creating a more efficient, responsible and sustainable exploitation model. Our sustainable development strategy is based on four priority and relevant aspects for the Abertis Group: Good governance, transparency and accountability: the development of an organizational culture based on ethical principles, the rejection of all forms of corruption and the progressive inclusion of good governance practices.
Eco-efficiency: the reduction of the carbon footprint, the development of products and services with positive environmental and social criteria and innovation based on circular economy criteria.
Integration in the environment: the generation of positive synergies with the local community and the empowerment and conservation of natural capital. Safety and quality: guaranteeing road safety and occupational health and safety, enhancing job quality, ensuring equal opportunities and developing quality products and services that generate positive environmental, social and good governance impacts.",0
holding dinfrastructure,https://permid.org/1-5000919963,Hldg Dinfrastructure De Transport Sas,32.00%,Possible,holding dinfrastructure,https://permid.org/1-5000919963,Hldg Dinfrastructure De Transport Sas,32.00%,Possible,True,investment holding companies ,investment holding companies ,Financials,France,France,556010.0,"Abertis is the international market company in the management of toll roads. As one of the largest global groups in road transport infrastructure management, Abertis plays an essential role in the economic and sustainable development of the territories in which it operates. For this reason, our commitment to society is oriented towards long-term investment in high-quality infrastructures, through the promotion of sustainability. We work to be a key player in the financing and sustainable management of the infrastructures of the future. We act to reduce the carbon footprint, mitigate climate change, minimize the environmental impact of our activity and promote the circular economy. We also apply preventive measures to preserve the environment and reduce pollution, creating a more efficient, responsible and sustainable exploitation model. Our sustainable development strategy is based on four priority and relevant aspects for the Abertis Group: Good governance, transparency and accountability: the development of an organizational culture based on ethical principles, the rejection of all forms of corruption and the progressive inclusion of good governance practices. Eco-efficiency: the reduction of the carbon footprint, the development of products and services with positive environmental and social criteria and innovation based on circular economy criteria. Integration in the environment: the generation of positive synergies with the local community and the empowerment and conservation of natural capital.
Safety and quality: guaranteeing road safety and occupational health and safety, enhancing job quality, ensuring equal opportunities and developing quality products and services that generate positive environmental, social and good governance impacts.",0
iberdrola international bv,https://permid.org/1-5050277472,Iberdrola International Finance BV,53.00%,Possible,iberdrola international,https://permid.org/1-5050277472,Iberdrola International Finance BV,44.00%,Possible,True,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,591010.0,"With over 170 years of history behind us, Iberdrola is now a global energy leader, the number one producer of wind power, and one of the world's biggest electricity utilities in terms of market capitalisation. We have brought the energy transition forward two decades to combat climate change and provide a clean, reliable and smart business model.",1
infra park,https://permid.org/1-5050701816,DG Infra+ Park Invest BV,19.00%,Possible,infra park,https://permid.org/1-5050701816,DG Infra+ Park Invest BV,19.00%,Possible,True,Transport Infrastructure,transportation,Industrials,France,France,524070.0,"Infra Park through its subsidiaries, offers car parking and urban mobility services worldwide. The company designs, builds, finances, and operates parking solutions. It operates approximately 2,500 km of urban streets and 4,000 car parks.",0
iss finance nb,,,,No Match,iss finance nb,,,,No Match,False,investment holding companies ,investment holding companies ,Financials,Denmark,Netherlands,556010.0,"ISS empowers investors and companies to build for long-term and sustainable growth by providing high-quality data, analytics and insight. ",0
lseg netherlands bv,https://permid.org/1-5079710330,LSEG Netherlands BV,92.00%,Excellent,lseg netherlands,https://permid.org/1-5079710330,LSEG Netherlands BV,92.00%,Excellent,True,Investment Banking & Investment Services,Banking & Investment Services,FIinancials,Netherlands,Netherlands,551020.0,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations.",1
lvmh moet henn l vuitton se,,,,No Match,lvmh moet henn l vuitton,,,,No Match,False,Textiles & Apparel,Cyclical Consumer Products,Consumer Cyclicals,France,France ,532020.0,"Manufacturers of fabrics, leather and other textiles, apparel, accessories and footwear.",1
mondelez intl hldgs nether bv,,,,No Match,mondelez intl hldgs nether,,,,No Match,False,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,Netherlands,Netherlands,541020.0,"Producers and processors of Food & Tobacco. Includes operators of farms, aquaculture and fisheries.",1
