Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,TRBC code,Primary Industry description
la poste,https://permid.org/1-4297057843,La Poste SA,92.00%,Excellent,la poste,https://permid.org/1-4297057843,La Poste SA,92.00%,Excellent,TRUE,Freight & Logistics Services,Transportation,Industrials,France,France,524050,"Providers of freight and logistics services by all means, such as air, marine and ground."
poste italiane spa,https://permid.org/1-4295875842,Poste Italiane SpA,92.00%,Excellent,poste italiane,https://permid.org/1-4295875842,Poste Italiane SpA,92.00%,Excellent,TRUE,Freight & Logistics Services,Transportation,Industrials,Italy,Italy,524050,"Providers of freight and logistics services by all means, such as air, marine and ground."
postnl nv,https://permid.org/1-4295884770,PostNL NV,92.00%,Excellent,postnl,https://permid.org/1-4295884770,PostNL NV,92.00%,Excellent,TRUE,Freight & Logistics Services,Transportation,Industrials,Netherlands,Netherlands,524050,"Providers of freight and logistics services by all means, such as air, marine and ground."
koninklijke philips nv,https://permid.org/1-4295884721,Koninklijke Philips NV,92.00%,Excellent,koninklijke philip,,,,No Match,FALSE,Healthcare Equipment & Supplies,Healthcare Services & Equipment,Healthcare,Netherlands,Netherlands,561010,"Manufacturers of advanced medical equipment, medical technology providers and basic medical supplies."
fresenius medical care ag  co kgaa,https://permid.org/1-4295869203,Fresenius Medical Care AG & Co KGaA,83.00%,Good,fresenius medical care ag  co,https://permid.org/1-4295869203,Fresenius Medical Care AG & Co KGaA,82.00%,Good,TRUE,Healthcare Providers & Services,Healthcare Services & Equipment,Healthcare,Germany,Germany,561020,Operators of healthcare facilities and providers of managed healthcare.
fresenius medical care ag and co kgaa,https://permid.org/1-4295869203,Fresenius Medical Care AG & Co KGaA,92.00%,Excellent,fresenius medical care ag and co,https://permid.org/1-4295869203,Fresenius Medical Care AG & Co KGaA,77.00%,Good,TRUE,Healthcare Providers & Services,Healthcare Services & Equipment,Healthcare,Germany,Germany,561020,Operators of healthcare facilities and providers of managed healthcare.
fresenius se  co kgaa,https://permid.org/1-5001439044,Fresenius SE & Co KGaA,78.00%,Good,fresenius se  co,https://permid.org/1-5001439044,Fresenius SE & Co KGaA,73.00%,Good,TRUE,Healthcare Providers & Services,Healthcare Services & Equipment,Healthcare,Germany,Germany,561020,Operators of healthcare facilities and providers of managed healthcare.
compagnie de saint gobain sa,https://permid.org/1-4295867362,Compagnie de Saint Gobain SA,92.00%,Excellent,compagnie de saint gobain,https://permid.org/1-4295867362,Compagnie de Saint Gobain SA,92.00%,Excellent,TRUE,Homebuilding & Construction Supplies,Cyclical Consumer Products,Consumer Cyclicals,France,France,532030,"Builders of residential homes, mobile homes and prefabricated homes, and manufacturers of value-added building products and home improvement components."
signify nv,https://permid.org/1-5050986901,Signify NV,92.00%,Excellent,signify,https://permid.org/1-5050986901,Signify NV,92.00%,Excellent,TRUE,Homebuilding & Construction Supplies,Cyclical Consumer Products,Consumer Cyclicals,Netherlands,Netherlands,532030,"Builders of residential homes, mobile homes and prefabricated homes, and manufacturers of value-added building products and home improvement components."
compass group finance netherlands bv,https://permid.org/1-5064650117,Compass Group Finance Netherlands BV,92.00%,Excellent,compass group finance netherlands,https://permid.org/1-5064650117,Compass Group Finance Netherlands BV,73.00%,Good,TRUE,Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,Netherlands,Netherlands,533010,"Operators of hotels, motels, cruise lines, restaurants, casinos, gaming operations, sports stadiums, golf courses, amusement parks and other recreational services."
novomatic ag,https://permid.org/1-4297989411,Novomatic AG,92.00%,Excellent,novomatic,https://permid.org/1-4297989411,Novomatic AG,92.00%,Excellent,TRUE,Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,Austria,Austria,533010,"Operators of hotels, motels, cruise lines, restaurants, casinos, gaming operations, sports stadiums, golf courses, amusement parks and other recreational services."
sodexo sa,https://permid.org/1-4295866614,Sodexo SA,92.00%,Excellent,sodexo,https://permid.org/1-4295866614,Sodexo SA,92.00%,Excellent,TRUE,Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,France,France,533010,"Operators of hotels, motels, cruise lines, restaurants, casinos, gaming operations, sports stadiums, golf courses, amusement parks and other recreational services."
steinhoff europe ag,https://permid.org/1-5000025511,Steinhoff Europe AG,92.00%,Excellent,steinhoff europe,https://permid.org/1-5000025511,Steinhoff Europe AG,66.00%,Good,TRUE,Household Goods,Cyclical Consumer Products,Consumer Cyclicals,Austria,Austria,532040,"Manufacturers of household appliances, tools, house wares and home furnishing goods."
achmea bv,https://permid.org/1-8589934294,Achmea BV,92.00%,Excellent,achmea,https://permid.org/1-4296540298,Achmea Bank NV,25.00%,Possible,FALSE,Insurance,Insurance,Financials,Netherlands,Netherlands,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
aegon nv,https://permid.org/1-4295884931,Aegon NV,92.00%,Excellent,aegon,https://permid.org/1-4295884931,Aegon NV,92.00%,Excellent,TRUE,Insurance,Insurance,Financials,Netherlands,Netherlands,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
allianz finance ii bv,https://permid.org/1-4296777983,Allianz Finance II BV,92.00%,Excellent,allianz finance ii,https://permid.org/1-5043447638,Allianz Finance II Luxembourg SA,54.00%,Possible,FALSE,Insurance,Insurance,Financials,Netherlands,Netherlands,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
assicurazioni generali spa,https://permid.org/1-4295875714,Assicurazioni Generali SpA,92.00%,Excellent,assicurazioni generali,https://permid.org/1-4295875714,Assicurazioni Generali SpA,92.00%,Excellent,TRUE,Insurance,Insurance,Financials,Italy,Italy,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
axa sa,https://permid.org/1-4295867483,AXA SA,92.00%,Excellent,axa,https://permid.org/1-4295867483,AXA SA,92.00%,Excellent,TRUE,Insurance,Insurance,Financials,France,France,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
hannover re,https://permid.org/1-4295869315,Hannover Rueck SE,92.00%,Excellent,hannover re,https://permid.org/1-4295869315,Hannover Rueck SE,92.00%,Excellent,TRUE,Insurance,Insurance,Financials,Germany,Germany,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
hannover rueck se,https://permid.org/1-4295869315,Hannover Rueck SE,92.00%,Excellent,hannover rueck,https://permid.org/1-4295869315,Hannover Rueck SE,92.00%,Excellent,TRUE,Insurance,Insurance,Financials,Germany,Germany,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
mapfre sa,https://permid.org/1-4295889568,Mapfre SA,92.00%,Excellent,mapfre,https://permid.org/1-4295889568,Mapfre SA,92.00%,Excellent,TRUE,Insurance,Insurance,Financials,Spain,Spain,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
nn group nv,https://permid.org/1-5037450400,NN Group NV,92.00%,Excellent,nn group,https://permid.org/1-5037450400,NN Group NV,92.00%,Excellent,TRUE,Insurance,Insurance,Financials,Netherlands,Netherlands,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
sampo oyj,https://permid.org/1-4295866416,Sampo plc,92.00%,Excellent,sampo,https://permid.org/1-4295866416,Sampo plc,92.00%,Excellent,TRUE,Insurance,Insurance,Financials,Finland,Finland,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
talanx ag,https://permid.org/1-4296750143,Talanx AG,92.00%,Excellent,talanx,https://permid.org/1-4296750143,Talanx AG,92.00%,Excellent,TRUE,Insurance,Insurance,Financials,Germany,Germany,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
uniqa insurance group ag,https://permid.org/1-4295858953,UNIQA Insurance Group AG,92.00%,Excellent,uniqa insurance group,https://permid.org/1-4295858953,UNIQA Insurance Group AG,71.00%,Good,TRUE,Insurance,Insurance,Financials,Austria,Austria,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
vienna insurance group ag,https://permid.org/1-4295859017,Vienna Insurance Group AG Wiener Versicherung Gruppe,69.00%,Good,vienna insurance group,https://permid.org/1-4295859017,Vienna Insurance Group AG Wiener Versicherung Gruppe,92.00%,Excellent,TRUE,Insurance,Insurance,Financials,Austria,Austria,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
zurich finance ireland dac,https://permid.org/1-5068935173,Zurich Finance (Ireland) DAC,92.00%,Excellent,zurich finance ireland,https://permid.org/1-5068935173,Zurich Finance (Ireland) DAC,26.00%,Possible,TRUE,Insurance,Insurance,Financials,Ireland,Ireland,553010,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
bevco lux sarl,https://permid.org/1-5052148475,Bevco Lux SARL,92.00%,Excellent,bevco lux,https://permid.org/1-5052148475,Bevco Lux SARL,92.00%,Excellent,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
citycon treasury bv,https://permid.org/1-5044006655,Citycon Treasury BV,92.00%,Excellent,citycon treasury,https://permid.org/1-5044006655,Citycon Treasury BV,92.00%,Excellent,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
digital intrepid holding bv,https://permid.org/1-5073639223,Digital Intrepid Holding BV,92.00%,Excellent,digital intrepid holding,https://permid.org/1-5073639223,Digital Intrepid Holding BV,64.00%,Good,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
enodia scrl,https://permid.org/1-4297881749,Enodia SCRL,92.00%,Excellent,enodia,https://permid.org/1-5060518123,Enodia Holding Srl,33.00%,Possible,FALSE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Belgium,Belgium,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
eurogrid gmbh,https://permid.org/1-5001234109,Eurogrid GmbH,92.00%,Excellent,eurogrid,https://permid.org/1-5001234109,Eurogrid GmbH,92.00%,Excellent,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Germany,Germany,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
euronext nv,https://permid.org/1-5042958012,Euronext NV,92.00%,Excellent,euronext,https://permid.org/1-5042958012,Euronext NV,92.00%,Excellent,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
geberit international bv,https://permid.org/1-5000054357,Geberit International BV,92.00%,Excellent,geberit international,https://permid.org/1-4295890739,Geberit AG,66.00%,Good,FALSE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
glencore capital finance dac,https://permid.org/1-5076169227,Glencore Capital Finance DAC,92.00%,Excellent,glencore capital finance,https://permid.org/1-5076169227,Glencore Capital Finance DAC,52.00%,Possible,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Ireland,Ireland,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
holcim finance sa,https://permid.org/1-4296045812,Holcim Finance Luxembourg SA,50.00%,Possible,holcim finance,https://permid.org/1-4296045812,Holcim Finance Luxembourg SA,37.00%,Possible,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
john deere cash management sa,https://permid.org/1-4297058300,John Deere Cash Management SA,92.00%,Excellent,john deere cash management,https://permid.org/1-4297058300,John Deere Cash Management SA,92.00%,Excellent,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
kerry group financial services,https://permid.org/1-4298364799,Kerry Group Financial Services Unlimited Co,26.00%,Possible,kerry group financial service,https://permid.org/1-4298364799,Kerry Group Financial Services Unlimited Co,26.00%,Possible,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Ireland,Ireland,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
ne property bv,https://permid.org/1-5001425607,NE Property BV,92.00%,Excellent,ne property,https://permid.org/1-5001425607,NE Property BV,92.00%,Excellent,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
peugeot sa,https://permid.org/1-4295868619,Peugeot Invest SA,36.00%,Possible,peugeot,https://permid.org/1-4295868619,Peugeot Invest SA,21.00%,Possible,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,France,France,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
schlumberger fin france sas,https://permid.org/1-5050268693,Schlumberger Finance France SAS,92.00%,Excellent,schlumberger fin france,https://permid.org/1-5050268693,Schlumberger Finance France SAS,58.00%,Possible,TRUE,Investment Banking & Investment Services,Banking & Investment Services,Financials,France,France,551020,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
albemarle new holding gmbh,https://permid.org/1-5053503107,Albemarle New Holding GmbH,92.00%,Excellent,albemarle new holding,https://permid.org/1-5053503107,Albemarle New Holding GmbH,67.00%,Good,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Germany,Germany,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
czech gas networks investments sarl,https://permid.org/1-5068928626,Czech Gas Networks Investments SARL,92.00%,Excellent,czech gas networks investments,https://permid.org/1-5068928626,Czech Gas Networks Investments SARL,46.00%,Possible,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
easyjet finco bv,https://permid.org/1-5076385165,EasyJet FinCo BV,92.00%,Excellent,easyjet finco,https://permid.org/1-5076385165,EasyJet FinCo BV,92.00%,Excellent,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
electricite de france edf,https://permid.org/1-4296679910,EDF International SAS,27.00%,Possible,electricite de france edf,https://permid.org/1-4296679910,EDF International SAS,27.00%,Possible,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,France,France,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
imperial brands finance netherlands bv,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,92.00%,Excellent,imperial brands finance netherlands,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,74.00%,Good,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
innogy finance ii bv,https://permid.org/1-5048276776,innogy Finance II BV,92.00%,Excellent,innogy finance ii,https://permid.org/1-5048276776,innogy Finance II BV,66.00%,Good,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
iss finance bv,https://permid.org/1-5074640466,ISS Finance BV,92.00%,Excellent,iss finance,https://permid.org/1-5074640466,ISS Finance BV,92.00%,Excellent,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Denmark,Netherlands,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
jab holdings bv,https://permid.org/1-5037932504,JAB Holdings BV,92.00%,Excellent,jab holdings,https://permid.org/1-5043346727,JAB Holding Company SARL,92.00%,Excellent,FALSE,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
michelin luxembourg scs,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92.00%,Excellent,michelin luxembourg,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92.00%,Excellent,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
novartis finance sa,https://permid.org/1-4298063458,Novartis Finance SA,92.00%,Excellent,novartis finance,https://permid.org/1-4298063458,Novartis Finance SA,92.00%,Excellent,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92.00%,Excellent,sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92.00%,Excellent,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Switzerland,Switzerland,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
stg global finance bv,https://permid.org/1-5076388739,STG Global Finance BV,92.00%,Excellent,stg global finance,https://permid.org/1-5076388739,STG Global Finance BV,58.00%,Possible,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Denmark,Netherlands,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
whirlpool emea finance sarl,https://permid.org/1-5063720884,Whirlpool EMEA Finance SARL,92.00%,Excellent,whirlpool emea finance,https://permid.org/1-5063720884,Whirlpool EMEA Finance SARL,50.00%,Possible,TRUE,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,556010,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
abb finance bv,https://permid.org/1-5000066931,ABB Finance BV,92.00%,Excellent,abb finance,https://permid.org/1-4296359510,ABB Inc,20.00%,Possible,FALSE,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Netherlands,Netherlands,521020,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
alstom sa,https://permid.org/1-4295867565,Alstom SA,92.00%,Excellent,alstom,https://permid.org/1-4295867565,Alstom SA,92.00%,Excellent,TRUE,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,France,France,521020,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
caterpillar intl finance ltd,,,,No Match,caterpillar intl finance,https://permid.org/1-4296547049,Caterpillar International Finance DAC,92.00%,Excellent,FALSE,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Ireland,Ireland,521020,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
kion group ag,https://permid.org/1-5066558455,Kion Group AG,92.00%,Excellent,kion group,https://permid.org/1-5066558455,Kion Group AG,92.00%,Excellent,TRUE,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Germany,Germany,521020,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
knorr bremse ag,https://permid.org/1-4295869167,Knorr Bremse AG,92.00%,Excellent,knorr bremse,https://permid.org/1-4295869167,Knorr Bremse AG,92.00%,Excellent,TRUE,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Germany,Germany,521020,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
legrand sa,https://permid.org/1-4295868617,Legrand SA,92.00%,Excellent,legrand,https://permid.org/1-4295868617,Legrand SA,92.00%,Excellent,TRUE,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,France,France,521020,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
metso corp,https://permid.org/1-4295866484,Neles Oyj,92.00%,Excellent,metso corp,https://permid.org/1-4295866484,Neles Oyj,92.00%,Excellent,TRUE,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Finland,Finland,521020,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
schneider electric sa,https://permid.org/1-4295866940,Schneider Electric SE,92.00%,Excellent,schneider electric,https://permid.org/1-4295866940,Schneider Electric SE,92.00%,Excellent,TRUE,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,France,France,521020,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
schneider electric se,https://permid.org/1-4295866940,Schneider Electric SE,92.00%,Excellent,schneider electric,https://permid.org/1-4295866940,Schneider Electric SE,92.00%,Excellent,TRUE,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,France,France,521020,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
tennet holding bv,https://permid.org/1-5000075299,TenneT Holding BV,92.00%,Excellent,tennet holding,https://permid.org/1-5000075299,TenneT Holding BV,92.00%,Excellent,TRUE,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Netherlands,Netherlands,521020,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
bertelsmann se  co kgaa,https://permid.org/1-5037662836,Bertelsmann SE & Co KGaA,79.00%,Good,bertelsmann se  co,https://permid.org/1-5037662836,Bertelsmann SE & Co KGaA,21.00%,Possible,TRUE,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,Germany,Germany,533020,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
bertelsmann se kgaa,https://permid.org/1-5037662836,Bertelsmann SE & Co KGaA,63.00%,Good,bertelsmann se,https://permid.org/1-5037662836,Bertelsmann SE & Co KGaA,42.00%,Possible,TRUE,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,Germany,Germany,533020,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
jcdecaux sa,https://permid.org/1-4295867953,JCDecaux SA,92.00%,Excellent,jcdecaux,https://permid.org/1-4295867953,JCDecaux SA,92.00%,Excellent,TRUE,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,France,France,533020,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
publicis groupe sa,https://permid.org/1-4295866610,Publicis Groupe SA,92.00%,Excellent,publicis groupe,https://permid.org/1-4295866610,Publicis Groupe SA,92.00%,Excellent,TRUE,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,France,France,533020,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
rai radiotelevisione italiana spa,https://permid.org/1-4296949624,RAI Radiotelevisione Italiana SpA,92.00%,Excellent,rai radiotelevisione italiana,https://permid.org/1-4296949624,RAI Radiotelevisione Italiana SpA,92.00%,Excellent,TRUE,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,Italy,Italy,533020,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
vivendi,https://permid.org/1-4295867220,Vivendi SE,92.00%,Excellent,vivendi,https://permid.org/1-4295867220,Vivendi SE,92.00%,Excellent,TRUE,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,France,France,533020,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
vivendi sa,,,,No Match,vivendi,https://permid.org/1-4295867220,Vivendi SE,92.00%,Excellent,FALSE,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,France,France,533020,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
